"hanzi","pinyin","english_definition"
"秩","dit6",
"舤","faan4",
"澓","fuk6",
"泜","chí,zhì,zhī",
"痧","saa1",
"𠯯","piàn",
"𠞳","gwaai2",
"椒","ziu1",
"𰘶","sou1",
"𫄚","wu6",
"𤺷","jí",
"唰","caat3",
"兯","zit3",
"袻","ji4",
"𩊜","duò",
"邶","bui3",
"溅","zin3",
"瓙","dou6",
"齫","wan5",
"𧟨","xuán",
"䘒","zuī",
"撱","wai5",
"𪇖","lán",
"吜","cau2",
"𮱇","lin4",
"𣋉","yù",
"𤧐","cau1",
"浱","seon4",
"𥮝","gǔ",
"𡅂","bò",
"𪏻","hú",
"𩝚","chǎn",
"壶","wu4",
"𨫁","pō",
"𣼠","yǎn",
"籙","luk6",
"蒔","si4",
"䖾","jyun4",
"碟","dip6",
"𨭬","maan6",
"𨎸","mù",
"颮","paau4",
"䔳","rán",
"㘱","taan1",
"㹜","yín",
"鸡","gai1",
"𢂏","bèi",
"𤖦","líng",
"𤩄","zhuàn",
"𫟲","kau4",
"埚","wo1",
"𨜱","hé",
"筅","sin2",
"𤫢","lou6",
"莀","san4",
"𡔨","xiū",
"鄒","zau1",
"鮔","geoi6",
"罾","zang1",
"媎","ze2",
"𩉸","jù",
"鞒","kiu4",
"軡","kim4",
"𩩟","chuò",
"嚌","zai6",
"㔕","jí",
"舲","ling4",
"袮","ji5",
"眵","ci1",
"繰","zou2",
"𨖱","xiàn",
"㾧","fo3",
"𤅒","càn",
"𤽕","huàn",
"䒧","qū,qù",
"𤺫","suǒ",
"㠞","zing1",
"婂","min4",
"跍","fu1",
"𫄷","jik1",
"噸","deon1",
"𬤀","haak3",
"秫","seot6",
"𣪉","pí",
"舖","pou3",
"濍","sung1",
"瘡","cong1",
"寫","se2",
"椔","zi1",
"𮷝","tou1",
"𨁷","zhì",
"唪","fung2",
"袽","jyu4",
"部","bou6",
"湿","sap1",
"𦮶","wěn",
"瓓","laan6",
"𰑪","sing4",
"𩋏","niè",
"𠮵","màng",
"𥗵","xiàng",
"𩟳","yú",
"𦺴","jí",
"𩨚","wā",
"𥮣","zhuā",
"䘌","nik1",
"栀","zi1",
"𨄅","qū",
"吞","tan1",
"𧺤","qiú,jū",
"浳","jik6",
"鬔","pung4",
"壨","leoi4",
"鮸","min5",
"𤗨","dié",
"粓","gam1",
"𥂰","gū",
"蒎","paai3",
"䗀","cing1",
"碑","bei1",
"𪏙","huáng",
"𥞁","chēn",
"颠","din1",
"𪒏","lù",
"𡗤","kiu4",
"㘣","xuán,yuán",
"㹞","yín,yǐn,yá",
"鸛","gun3",
"𢠼","mái",
"𪓹","má",
"埔","bou3",
"𨍅","rǒng",
"筇","kung4",
"荲","huk1",
"𦐣","shū",
"睽","kwai4",
"鮖","sek6",
"罸","fat6",
"媐","hei1",
"鞌","on1",
"軛","aak1",
"𣵟","luǒ",
"嚆","hou1",
"𡀝","nam6",
"笹","sai3",
"艤","ngai5",
"𥜙","zàn",
"硾","zeoi6",
"眯","mai5",
"𬣪","wai3",
"繪","kui2",
"鬹","kwai1",
"𥰝","xī",
"𤁯","liè",
"鞗","tiu4",
"䒡","yǐn",
"𤷌","zhěn",
"孇","soeng1",
"鳱","gon1",
"婼","joek6",
"𩾅","tù",
"趿","taat3",
"噺","san1",
"𦗁","tiàn",
"秥","nim4",
"丌","gei1",
"濏","sat1",
"𮉢","dit6",
"瘣","huì,lěi",
"𣳈","sin1",
"𣼟","lù",
"寥","liu4",
"椎","ceoi4",
"𥖵","yǐn",
"𣖊","liè,lì",
"貱","bei3",
"唬","fu2",
"骵","tai2",
"袷","gaap3",
"𩝠","qiǔ",
"郢","jing5",
"溁","jing4",
"𡣘","mung4",
"瓕","mei4",
"𦲰","xū",
"𰧔","laam4",
"𡆸","rì,guó",
"𤳵","chā",
"毴","bei1",
"䘎","wān",
"𪍿","kuàng",
"柲","bei3",
"㶀","jiāo",
"𤯻","měng",
"吘","ngau5",
"㻋","laat6",
"𩻘","jiàn",
"𣩡","suì",
"浭","gang1",
"𠹝","chóu",
"𤱌","zǔ",
"𥲋","xián",
"𣩪","wèi",
"𠘺","suò",
"𠚃","háo",
"壢","lik6",
"㝫","lung4",
"𢀖","ging1",
"䓺","mei5",
"碋","ho6",
"𡨖","fěn",
"𩳤","làng,chāng",
"飚","biu1",
"𤠼","gòu",
"𤻤","lì",
"㘝","niè",
"𧢲","gok3",
"䱑","xué",
"𢅮","xián",
"鹍","kwan1",
"𥹜","jiāo",
"𤚭","yáo",
"蓢","long5",
"埖","faa1",
"筁","kuk1",
"𦃊","lì",
"荬","maai5",
"𢎉","yì",
"睿","jeoi6",
"鮐","toi4",
"羪","loeng4",
"媊","qián",
"鞎","han4",
"紜","wan4",
"嚈","yè",
"醄","tou4",
"𩎤","kēn",
"笳","gaa1",
"𡫁","qī,chèn",
"艞","jiu6",
"𤄖","cā,zá",
"眱","ji4",
"𧭍","zhòu",
"繜","zeon1",
"𡄡","zaai1",
"𤱟","gǎo",
"𲇙","xiù",
"𰈊","dim2",
"𣺮","tào",
"䒣","rǎn",
"𪈀","shòu",
"鳫","ngaan6",
"婮","geoi1",
"𩣫","lì",
"𣦩","gǔ",
"趹","kyut3",
"𡤻","lyun4",
"噴","pan3",
"𦸇","seot6",
"稗","baai6",
"𧵣","xiōng,mín",
"舒","syu1",
"濉","seoi1",
"瘝","gwaan1",
"𩄗","xià",
"寧","ning4",
"椀","wun2",
"𨫋","gung3",
"貫","gun3",
"𧱅","sì",
"啦","laa1",
"𥮬","xì",
"袩","dim1",
"𧎣","róng",
"䝖","zhǎo",
"湻","seon4",
"瓏","lung4",
"䆮","jìn",
"𪫷","cau4",
"磃","si1",
"𨆌","fán",
"缫","sou1",
"𬰶","ceoi3",
"𠣫","shào",
"𨎶","qú",
"毶","saam1",
"㭚","leoi5",
"𡓰","kuī",
"柬","gaan2",
"𧯤","dōu",
"皺","zau3",
"吊","diu3",
"𫐗","buk6",
"霃","cam4",
"浟","jau4",
"鰛","wan1",
"𦏦","gāo",
"𩊨","zhèn",
"𧻺","guāng,kuāng",
"壤","joeng6",
"𩶇","shěn",
"粏","taai3",
"𢊻","liáo",
"䓬","coek3",
"浑","wan4",
"𨡗","zhà",
"𪎉","haan6",
"㵘","maan6",
"飜","faan1",
"𩸭","leoi6",
"𦉢","líng",
"㼦","gung2",
"𮔊","loeng5",
"㘟","coeng1",
"㹊","ngok6",
"𱏋","ān",
"究","gau3",
"鹇","haan4",
"𩗰","chuí",
"齽","gam6",
"𥔪","chěn",
"𣥤","kěn",
"埐","zam1",
"筳","ting4",
"荮","zau6",
"睹","dou2",
"鮂","cau4",
"群","kwan4",
"𣢪","guǐ",
"鞈","gaap3",
"𠸸","zhēn,chún",
"囂","hiu1",
"𱗎","yōu",
"㔋","jiān,lán",
"㴶","kok3",
"眫","mai5",
"𰝗","gaan2",
"繖","saan3",
"𰃿","duk6",
"𰻡","heoi2",
"鶯","ang1",
"𩹷","wěi",
"䓝","mèng",
"𣬽","wù",
"𨩴","chuān",
"𥗮","quē",
"鳭","dou1",
"婨","leon4",
"𥀲","dú",
"趻","cam2",
"𭭈","aa3",
"噦","jyut6",
"稑","luk6",
"腌","jim1",
"澻","seoi6",
"𡀗","shí",
"瘏","tou4",
"𧠂","kū",
"寡","gwaa2",
"椺","hat6",
"貭","zat1",
"𩤖","chī,ér",
"啘","waa1",
"𩹵","qí",
"袣","ji3",
"郞","long4",
"溭","zik1",
"𩮵","yī",
"甁","ping4",
"𣂞","luǒ",
"𨌥","fú",
"𧥆","sù",
"𫖒","bat1",
"矋","lai6",
"䉳","sin1",
"毰","pui4",
"䗺","yǎn,dàn",
"柮","deot1",
"𪆲","jiǎ,zhān",
"𤠙","jiā",
"𢇚","yì",
"𤺻","juàn",
"呄","gak1",
"迂","jyu1",
"浙","zit3",
"睐","loi6",
"𤮳","zhuān,guàn",
"𥏊","zhì",
"𣞐","xiě",
"鞙","jyun5",
"𩂓","dung1",
"㝧","wan2",
"𥭴","san1",
"䓦","din2",
"碇","ding3",
"𤩱","din6",
"𥞏","zhú",
"飖","jiu4",
"門","mun4",
"𬷕","bou2",
"𡺃","coeng1",
"㙙","lung5",
"䲍","tang4",
"鹉","mou5",
"𡨳","xiòng,hùn",
"㯯","gung3",
"約","joek3",
"筭","syun3",
"莨","loeng4",
"睫","zit6",
"魼","keoi1",
"羦","wun4",
"媶","jung4",
"𧧻","zaa3",
"鞺","tong1",
"嚴","jim4",
"𨅛","zuk6",
"笟","ku1",
"艚","cou4",
"𧳦","nǎo",
"癝","lam5",
"繘","wat6",
"𪑜","zhǐ",
"𩍥","rǔ",
"軚","taai5",
"䓏","fu1",
"𪙺","lì",
"邠","ban1",
"鳧","fu4",
"婪","laam4",
"𨂲","pīng",
"践","cin5",
"𧱊","yì",
"喠","zung2",
"𩬲","tì",
"稓","zok6",
"脾","pei4",
"澵","zeon1",
"𨵧","kuā",
"瘉","jyu6",
"𠈱","suō",
"𤜊","gē",
"椼","jin5",
"𨬭","zok6",
"貧","pan4",
"啒","gwat1",
"𩣲","yān",
"袥","tok3",
"䝂","syu6",
"溧","leot6",
"𩡌","xiāng",
"瓻","ci1",
"𰱉","mang4",
"𠑄","xiè",
"𩿢","tǒu",
"䉭","lip6",
"毢","soi1",
"䘴","zung1",
"𩋪","nǐ",
"柨","bou3",
"𰵼","waak6",
"呆","ngoi4",
"𣃘","chǎn,chuáng",
"込","jyu1",
"浛","ham4",
"伶","ling4",
"𡨩","hūn",
"𢂔","hóng",
"𬒗","lán",
"瞣","waan6",
"类","leoi6",
"𰬻","wat6",
"𪘧","zú",
"𧾛","guó",
"䓨","aang1",
"浍","kui2",
"𢖵","rù",
"𦓬","chēng",
"𩢲","sai2",
"飈","biu1",
"𡂣","zhí",
"㙋","gei1",
"䱿","caam3",
"鹃","gyun1",
"𨍽","gwan2",
"靱","jan6",
"埼","kei4",
"𧩱","bèng",
"筯","zyu6",
"𩿉","bān",
"莚","jin4",
"睥","pai5",
"魾","pei1",
"羠","ji4",
"𣕾","chóu,bì",
"𧿅","xí",
"鞴","bei6",
"增","zang1",
"𧑔","dài",
"嚮","hoeng3",
"𣀻","shǔ,zhǔ",
"笡","ce3",
"艌","nim6",
"𨨺","shuò,xuē",
"癗","leoi5",
"纒","cin4",
"𦪪","péng",
"𰞇","jik6",
"𩮎","zhā",
"硂","cyun4",
"𮝹","waan4",
"𠉤","dá",
"䓉","yé,yē",
"𩪍","qū,shū",
"鳙","jung4",
"婤","zau1",
"𠢚","juàn",
"𥴕","yóu",
"跧","cyun4",
"𦂍","nuò",
"喢","saap3",
"𦳗","shěng",
"稍","saau2",
"脸","lim5",
"澷","maan6",
"花","faa1",
"瘋","fung1",
"㵚","fu2",
"𥝀","shé",
"椶","zung1",
"㧈","yǐn",
"𩉵","fén",
"㼠","to4",
"啔","kai2",
"倅","ceoi4",
"䎽","man4",
"䝄","soeng1",
"溩","wu2",
"瓽","dong6",
"𤚓","lí",
"𧫿","tǎn",
"𬍛","lik1",
"𨛓","lòng",
"𧀰","tí",
"𨏪","shān",
"𨣁","zhǎn",
"䉯","xiàn",
"毜","hou4",
"䘶","haam4",
"𨄱","lěi",
"𣱺","pā",
"栚","zam6",
"呀","aa1",
"𠖹","xié,xiá",
"𣉆","tǐ",
"达","daat6",
"涕","tai3",
"𪗙","yǎn",
"珩","hang4",
"𫘠","zi3",
"𦈚","zuk1",
"𨵫","nüè",
"𩘧","yì",
"𢘟","qiáo",
"籽","zi2",
"鿰","hon4",
"內","noi6",
"䓢","gu3",
"浇","hiu1",
"𤅑","rǎng",
"𧢌","gāo",
"𧡙","lián",
"𦂤","ping4",
"飂","lau4",
"𥪱","cù",
"𤋭","jī",
"𢉁","bēng",
"㙅","bou2",
"𥥖","gu2",
"䱹","zaa2",
"鸵","to4",
"𧶠","yù",
"僤","daan6",
"𦧒","tiān",
"埾","zeoi6",
"擌","saak3",
"䜝","tyun2",
"筩","tung4",
"莔","maang4",
"睧","fan1",
"羒","fan4",
"𫟆","cung5",
"𪖯","biǎn",
"鞶","pun4",
"嚰","jiu1",
"㔹","lak6",
"䭭","shǒu",
"癙","syu2",
"纄","pung4",
"𫏆","but6",
"𧳧","xiē",
"𦣸","liàn",
"𡚮","jiǔ",
"䓋","zi1",
"鰓","soi1",
"妖","jiu1",
"鞓","ting1",
"跡","zik1",
"喜","hei2",
"𩕐","liào",
"𨨥","sam1",
"秿","fu6",
"脺","seoi6",
"𫞛","zyu1",
"𡛙","yǎo,yāo",
"癅","lau4",
"𥿢","wang4",
"𧱐","xiào,xiāo",
"椨","fu2",
"镊","nip6",
"賓","ban1",
"啎","ng5",
"裑","san1",
"鄌","tong4",
"溣","leon6",
"瓷","ci4",
"𦭥","yì",
"㯩","tì",
"䄑","wut6",
"𨏉","shuàn",
"𧉈","fóu,fú",
"䉩","au1",
"毞","pei4",
"䘰","sin1",
"𠑚","néi",
"𩟭","lóng",
"栔","kai3",
"胅","dit3",
"吲","jan5",
"㭮","zaat3",
"螽","zung1",
"𭇡","dyut1",
"辸","jing4",
"涇","ging1",
"𠖄","tóng",
"珛","jau3",
"鯔","zi1",
"𧗎","zú",
"匤","kuk1",
"粷","guk1",
"𪗔","pà",
"䔔","jìng",
"洹","wun4",
"𡡈","bēng",
"𤲶","luán,niǎo",
"飄","piu1",
"𧨷","sè",
"𦊊","tiān",
"㙇","cuk1",
"疼","tang4",
"䱻","huá",
"𣗏","fung1",
"鹯","zin1",
"𩰯","hú",
"埸","jik6",
"筛","sai1",
"𨔽","ke2",
"莖","hang1",
"瞡","kwai1",
"𨨰","ruàn",
"鞰","wan3",
"𧘲","zi2",
"嚪","daam6",
"積","zik1",
"芈","me1",
"𮖃","gin1",
"𨼽","qú",
"癓","mei4",
"𫖯","tiu3",
"繾","hin2",
"𡵓","wang4",
"𠊠","fan1",
"𬾖","jing3",
"隢","jiu5",
"𦚱","lou5",
"𨳂","chàn",
"𣹱","xiá",
"䓅","kan4",
"𢍕","quàn",
"捨","se2",
"妐","zung1",
"跣","sin2",
"擶","zin3",
"喎","waa1",
"𦣂","pāng",
"稹","zan2",
"脴","pei2",
"𥘡","zhī",
"瘷","zek3",
"𤻂","yì",
"絲","si1",
"𡤋","xiè",
"椢","gui3",
"𩾕","chì",
"賕","kau4",
"喀","kaak3",
"裋","syu6",
"𦖬","mí",
"鄆","wan6",
"溕","mung4",
"𣟕","san1",
"瓩","cin1",
"𨎦","jiāo",
"龪","jan4",
"𱌊","coeng1",
"䧝","ci1",
"䊛","saat3",
"𨟼","gǎng",
"䘢","zyu2",
"𦒷","BOU",
"栖","cai1",
"𬢒","ming4",
"听","ting1",
"𣧷","duò",
"𩻸","dai6",
"螿","zoeng1",
"迪","dik6",
"涁","sam3",
"珕","lai6",
"𣝗","hú",
"𠝢","yān",
"𤎽","gun3",
"𧁿","dú,shǔ",
"匞","zoeng6",
"鬷","zung1",
"䔎","sù",
"汳","bin6",
"鞝","soeng5",
"鷅","leot6",
"𦕆","yé",
"𠱘","ngaak6",
"飾","sik1",
"𪍶","shàn",
"𡞱","leoi5",
"㙁","méi,mù",
"芳","fong1",
"䱵","jung1",
"𠩄","suǒ",
"镔","ban1",
"莾","mong5",
"埪","hung1",
"𩊀","pò",
"箕","gei1",
"莐","cam4",
"𩤤","shuǎ",
"𥄒","xuē",
"瞓","fan3",
"䄛","lóu",
"𡋧","yóu",
"鞢","sip3",
"䎡","ruǎn",
"囜","nan4",
"𢀍","yōng",
"㔥","bài,pí",
"𧼪","chì",
"㵠","kū",
"𧵃","shǒu",
"鴝","keoi4",
"骖","caam1",
"纀","fuk6",
"𥎸","qià",
"𧴪","suǒ",
"隔","gaak3",
"𩈸","qiǔ",
"𨱎","tau1",
"䏷","hon6",
"𮰄","cung2",
"鰏","bik1",
"妒","dou3",
"𥪋","fú",
"距","keoi5",
"喈","gaai1",
"稻","dou6",
"腦","nou5",
"瘱","ji3",
"絬","sit3",
"𦖐","xiè",
"椤","lo4",
"𩰭","guō",
"𪗝","nà",
"賏","jing1",
"𧜊","lǚ",
"啺","tong4",
"裍","kwan2",
"𣛽","zhà",
"郸","daan1",
"滏","fu2",
"産","caan2",
"嫭","wu6",
"𨣦","zeoi6",
"䜟","cam3",
"𡿂","chóng",
"𦅊","suǒ",
"䣥","bei2",
"𫼵","lou1",
"䘜","gan1",
"𪎆","luó",
"栐","wing5",
"讳","wai5",
"𦰲","xū",
"吮","syun5",
"螹","zim6",
"迤","ji5",
"涃","kwan3",
"珗","sin1",
"𨮭","sī",
"朂","juk1",
"𥍝","shǔ",
"匠","zoeng6",
"𨾉","jiǔ",
"𥌈","jiān",
"䔐","zin1",
"汵","gam3",
"𩽇","yōu",
"𤣯","tuō",
"𠀸","yè",
"𦈻","zhǎn",
"飰","faan6",
"𨓳","yāo",
"𡑶","jiǎng",
"㙳","ham2",
"䲧","dou6",
"鹫","zau6",
"埤","pei4",
"𮸏","cyun1",
"算","syun3",
"𩺬","zeoi1",
"瞍","sau2",
"靵","nau2",
"𪔔","pāng,péng",
"韜","tou1",
"囖","lo1",
"𤧻","ting4",
"㔟","sai3",
"艴","fat1",
"𱃳","bok3",
"𡚨","chì",
"癿","ke4",
"骘","zat1",
"繺","saai2",
"階","gaai1",
"㭨","je4",
"𡩣","git6",
"䏱","guk1",
"𧍟","máo",
"𦕒","zim1",
"鮞","ji4",
"妌","zing6",
"籧","keoi4",
"𧯺","gāi",
"𧗲","zhēng",
"𪑳","zhěn",
"喊","haam3",
"𰑕","jim1",
"𪉢","jīn",
"稵","zi1",
"腠","cau3",
"瘳","cau1",
"絞","gaau2",
"楞","ling4",
"𧷦","mì",
"𰹶","kwong4",
"賁","bei3",
"啼","tai4",
"裇","seot1",
"郲","loi4",
"滑","waat6",
"𣿟","kòu",
"甥","sang1",
"鸴","hok6",
"嫧","zaak3",
"𨷬","mǐ",
"𦦹","zuó",
"𫛭","kuáng",
"䊗","wong4",
"䘞","maa6",
"栂","mui4",
"训","fan3",
"𱉹","hei1",
"周","zau1",
"螫","sik1",
"迦","gaa1",
"浽","seoi1",
"櫶","hin2",
"珑","lung4",
"𥿋","fán,biàn",
"𲆦","xī",
"更","gang1",
"𮸝","jing4",
"匚","fong1",
"䆃","dou6",
"𩤗","zòng",
"䔊","bang1",
"汯","wang4",
"𣲱","tū",
"飪","jam6",
"䌀","fo1",
"𡼊","lěi",
"𤺔","shè",
"㙭","kyut3",
"䲡","cau1",
"𦪇","lù",
"鹝","jik6",
"𫌪","mik6",
"䵩","lai4",
"𦂠","jīng",
"𦳫","shān",
"𡰑","qiáo",
"埦","wun2",
"𥊊","xù",
"箑","saap3",
"𤿅","líng",
"𡛦","bing2",
"汓","cau4",
"𨌨","tāo",
"韞","wan3",
"囘","wui4",
"𩮐","shè",
"𢔂","yàn",
"穃","jung4",
"艮","gan3",
"𣀝","shuò",
"𥢏","diàn",
"皁","zou6",
"骒","fo3",
"纬","wai5",
"𥰧","yǐ",
"𡊍","shù",
"隐","jan2",
"𦦣","cuì",
"䏳","zit3",
"𪋋","píng",
"鯻","laat6",
"𩠹","tuán",
"饫","jyu3",
"嗄","aa2",
"稧","hai6",
"𣰌","liè,hé",
"腢","ngau5",
"𠁁","doek3",
"𬮭","kwai1",
"瘭","biu1",
"鶿","ci4",
"絘","ci3",
"𤅄","lim4",
"楐","gaai3",
"𢞏","qióng",
"費","fai3",
"啶","ding6",
"𠻫","fèn",
"裹","gwo2",
"佺","cyun4",
"郴","sam1",
"镎","naa4",
"生","sang1",
"嫩","nyun6",
"𡜳","yòu",
"𧨾","tam3",
"𣕄","jiōng",
"𪕦","xiǔ",
"䊑","hoeng2",
"䙘","co2",
"𤣹","fǎ",
"格","gaak3",
"䎣","zi6",
"讯","seon3",
"呚","mui4",
"𮸠","jin6",
"螥","cong1",
"葛","got3",
"涯","ngaai4",
"櫸","geoi2",
"球","kau4",
"胉","bok3",
"蛱","gaap3",
"曮","jim5",
"𩂫","chǔ",
"𣨲","dù",
"餚","ngaau4",
"匌","gap3",
"䅵","zoek3",
"鮨","ngai6",
"軒","hin1",
"污","wu1",
"軨","ling4",
"𩖀","è",
"飬","gyun3",
"𧍴","liàn",
"厘","lei4",
"𤚨","zhēn",
"㙯","yì",
"𥐽","zhé",
"䲣","jyu4",
"𫫾","pan4",
"鹗","ngok6",
"𨻻","lóu",
"鵵","tou3",
"𦕏","sào",
"早","zou2",
"𤤶","qióng",
"𤘆","yá",
"箃","zau1",
"𩆼","líng",
"𰱯","bei1",
"汍","jyun4",
"𣌅","lì",
"𥁡","wū",
"侸","syu6",
"韘","sip3",
"𧔼","é",
"𠣺","bào",
"囒","laan4",
"𩍪","luò",
"䣧","yì",
"穵","waat3",
"艰","gaan1",
"登","dang1",
"骄","giu1",
"约","joek3",
"𤹇","lì",
"隊","deoi6",
"𧻓","bèng",
"𥮖","zhí",
"𩍆","xì",
"䏭","zyu1",
"𥼘","qí",
"𢌡","gwing2",
"鯽","zik1",
"妸","o2",
"𥇯","mài",
"営","jing4",
"稡","zeoi3",
"腜","mui4",
"畟","zik1",
"絚","gang1",
"䵳","wèi",
"貽","ji4",
"啨","jing1",
"䏑","dì",
"逮","dai6",
"溽","juk6",
"𬤢","zyun2",
"甑","zang6",
"𩫹","chéng",
"嫣","jin1",
"𩗾","liǎng",
"𧪣","zhēng",
"䮿","gin2",
"𢼃","kǒu",
"𣕏","zhuǎn",
"䊃","pèi",
"䙊","daai3",
"𦶤","jyun2",
"栾","lyun4",
"让","joeng6",
"呔","taai1",
"螧","kei4",
"𨺘","xián",
"迒","hong4",
"涩","gip3",
"櫲","jyu6",
"珽","ting5",
"𡎎","sai3",
"𦟟","mó",
"𩶂","zhù",
"曰","joek6",
"𨷙","shú",
"𩨋","diān",
"卆","zeot1",
"㵞","sau4",
"䅯","tong4",
"䔶","tai4",
"汛","seon3",
"𨍜","kǎn",
"𣢤","zhān",
"𥼩","zī",
"𠰖","yán",
"飦","zin1",
"𩟀","yōng,yǒng",
"𧋖","niè",
"聆","ling4",
"𣖼","xún",
"𡰹","zhí",
"㙩","liu4",
"鷉","tai1",
"䲝","cong1",
"鹙","cau1",
"筽","ng4",
"𢞐","hài",
"瞻","zim1",
"𣽖","jiān",
"䆼","wo1",
"韊","laan4",
"𰎹","jin2",
"邎","jau4",
"囄","lei4",
"蒶","fan4",
"穯","sik1",
"芪","kei4",
"癭","jing2",
"驾","gaa3",
"纨","jyun4",
"隼","zeon2",
"𤗙","chè,tuò",
"𱄄","fui3",
"𩈱","wò",
"孭","me1",
"𤿳","qǐn",
"鰷","tiu4",
"𬱼","hoi2",
"𧭌","liè",
"喰","caan1",
"稣","sou1",
"𨱈","suk1",
"腎","san5",
"留","lau4",
"綔","wu6",
"𠹠","zuō",
"楌","ngaan4",
"鍹","syun1",
"賷","zai1",
"咢","ngok6",
"𢣼","chá",
"䏋","suk1",
"造","zou6",
"溷","wan6",
"𥈻","xī",
"甋","dik1",
"𡄵","ji1",
"𡬕","lóng",
"滙","wui6",
"𥭞","yuàn",
"𠿫","saau4",
"䊽","gwaai3",
"𬭤","hau4",
"䙄","cap1",
"䜣","jan1",
"核","hat6",
"讛","ngai6",
"𡗥","chún",
"呖","lik6",
"蟡","wai1",
"䮇","wat6",
"逌","jau4",
"涫","gun3",
"櫤","zin3",
"珿","cuk1",
"𦎜","chuàn",
"曪","lo2",
"𤬩","yì",
"𧌘","fèi",
"𠌥","wu3",
"午","ng5",
"䅱","hùn",
"䔸","biǎo,biāo",
"汝","jyu5",
"𥤳","jiū,cuàn",
"𦜒","fǎn",
"領","ling5",
"𣩯","yé",
"𢞴","jan1",
"㙛","bou2",
"䲏","lou4",
"𠛡","bǐ",
"𩱪","yuè",
"𪔕","tà,lóng",
"𮱩","wan6",
"𨁐","qì",
"𨱂","ngo4",
"筿","siu2",
"𩎫","duò",
"瞵","leon4",
"𧄹","shí",
"𬇘","tyun4",
"韄","waak6",
"𤌔","nán",
"图","tou4",
"㕇","lā",
"儥","juk6",
"癧","lik6",
"骀","toi4",
"红","hung4",
"𩞤","dūn",
"𣸣","fan4",
"隶","dai6",
"𣢰","zú",
"𩎽","tà",
"䐙","gaak3",
"䩭","gei1",
"鰩","jiu4",
"𠆫","coi4",
"𤮎","léi",
"𩁟","lí",
"餜","gwo2",
"喲","jo1",
"𰢢","mou5",
"祝","zuk1",
"鮢","zyu1",
"膈","gaak3",
"田","tin4",
"畛","can2",
"𨼬","xiè",
"綆","gang2",
"楆","jiu1",
"聈","jau4",
"賩","cung4",
"咤","zaa1",
"䏍","yuàn,yuān",
"𣧗","yóu",
"通","tung1",
"溹","sok3",
"𦇀","suì",
"甍","mang4",
"𪂏","fèi",
"𩙡","hōu",
"𥘄","yù",
"𥲄","dàn",
"鹈","tai4",
"䊿","fu1",
"䙆","wai3",
"株","zyu1",
"试","si3",
"呐","naap6",
"舾","sai1",
"𢻀","fǔ",
"蟓","zoeng6",
"逎","cau4",
"涥","hang1",
"櫞","jyun4",
"珹","sing4",
"𩜶","tǒu",
"朜","tan1",
"𨉅","yè",
"卂","seon3",
"𤑓","yuè",
"䅫","loek6",
"𢈚","lǚ",
"軀","keoi1",
"沗","tim1",
"狫","lou5",
"𧬌","yán",
"頒","baan1",
"𦣋","luán",
"𢯱","sau2",
"䳉","dung1",
"欜","nong4",
"䵭","ze3",
"𠟩","sè",
"刦","gip3",
"箹","ak1",
"瞷","gaan3",
"鵘","gwan6",
"滣","seon4",
"韆","cin1",
"圀","gwok3",
"𱼷","zhǐ",
"𥞺","zhuō",
"㕉","hap6",
"芖","zi6",
"癩","laai3",
"纔","coi4",
"𨥉","saan3",
"隸","dai6",
"𰥊","ham3",
"䐛","dā",
"䩯","jí,qì",
"𠨲","yuè",
"鰣","si4",
"𧺸","yóng",
"𤤦","tián",
"喬","kiu4",
"𨢆","sāng",
"祏","sek6",
"𢍁","qí,bì",
"膊","bok3",
"畕","goeng1",
"㿕","yán",
"𥂧","hǎi",
"桸","hei1",
"閤","gap3",
"賣","maai6",
"咞","jin6",
"𨝏","lí",
"鷓","ze3",
"䏇","piu3",
"逜","ng6",
"𧚩","lí",
"畇","wan4",
"𡭐","shuàn",
"𬺎","ci1",
"𡹣","ē",
"𢊲","shěn",
"𣰥","méng",
"䊹","cin1",
"𪅻","shèng",
"䙀","bang1",
"鵈","diu1",
"𱉵","loi4",
"栤","bing6",
"邈","miu5",
"诗","si1",
"咂","zaap3",
"蟍","lei4",
"逈","gwing2",
"涗","seoi3",
"䎷","zyu3",
"珫","cung1",
"𧥛","qiǎn",
"泷","lung4",
"朖","long5",
"匴","syun3",
"𥭓","báo",
"蚿","jin4",
"蛵","hing1",
"䔤","paa1",
"沉","cam4",
"𠋝","miǎo",
"狝","sin2",
"𰤕","lik6",
"頔","dik6",
"𤇼","on1",
"𣬉","pí",
"𧈑","gé",
"𥜭","guǒ",
"䳋","tung4",
"咔","kaa1",
"𢁮","qián",
"𡉩","bào",
"樬","sung2",
"删","saan1",
"𢜴","hóu",
"瞱","jip6",
"𨾬","suǐ",
"𣋒","kwai4",
"頀","wu6",
"𤨦","ji1",
"固","gu3",
"𤥿","jik6",
"穝","zeoi3",
"芘","pei4",
"𥫃","yí",
"𧀮","fū",
"皣","jip6",
"鬤","joeng4",
"𤡐","cáo",
"䦻","zi2",
"𩜽","yàn",
"隲","zat1",
"𤱡","tuó",
"𨞒","zuó",
"䮁","pin4",
"𩄸","hè",
"䐕","jí",
"䩩","jyun2",
"𰬡","cap1",
"𩟥","shuì,juǎn",
"鰥","gwaan1",
"𪉧","tàn",
"𩸄","huà",
"𨐕","shēn,cí",
"𩃞","líng",
"嗞","zi1",
"𪎫","mǔ",
"䤸","zuàn",
