hanzi,other_hanzi,relation
携,携,traditional
携,攜,traditional
摀,𰓆,simplified
摁,恩,semantic
摃,𫼱,simplified
摄,攝,traditional
摅,攄,traditional
摆,摆,simplified
摆,摆,traditional
摆,擺,traditional
摆,襬,traditional
摇,搖,semantic
摇,搖,traditional
摇,揺,z-variant
摇,搖,z-variant
摈,摈,simplified
摈,摈,traditional
摈,擯,traditional
摊,摊,simplified
摊,摊,traditional
摊,攤,traditional
摋,𢫬,simplified
摐,𪭢,simplified
摑,掴,simplified
摒,拼,semantic
摕,𰔇,simplified
摙,𫽁,simplified
摜,掼,simplified
摟,搂,simplified
摠,搃,semantic
摠,𢰾,semantic
摠,總,semantic
摡,溉,semantic
摣,揸,semantic
摪,𫽣,simplified
摫,𰓻,simplified
摮,𢳆,semantic
摯,挚,simplified
摲,𰓼,simplified
摳,抠,simplified
摶,抟,simplified
摺,折,simplified
摺,摺,simplified
摺,摺,traditional
摻,掺,simplified
摼,𰓱,simplified
撂,㨼,semantic
撄,攖,traditional
撆,撇,semantic
撇,撆,semantic
撈,捞,simplified
撊,𪭾,simplified
撋,𰓷,simplified
撌,𰔋,simplified
撍,揝,semantic
撏,挦,simplified
撐,撑,semantic
撐,撑,simplified
撑,撐,semantic
撑,撑,simplified
撑,撐,traditional
撑,撑,traditional
撓,挠,simplified
撘,搭,semantic
撝,㧑,simplified
撟,嬌,semantic
撟,挢,simplified
撣,掸,simplified
撥,拨,simplified
撦,扯,semantic
撧,𪮖,simplified
撫,捬,semantic
撫,𨑟,semantic
撫,抚,simplified
撲,扑,semantic
撲,扑,simplified
撳,搇,semantic
撳,揿,simplified
撵,攆,traditional
撶,𫼧,simplified
撷,擷,traditional
撸,擼,traditional
撺,攛,traditional
撻,挞,simplified
撽,擊,semantic
撾,挝,simplified
撿,捡,simplified
擁,拥,simplified
擃,攮,semantic
擃,𫼮,simplified
擄,虜,semantic
擄,掳,simplified
擇,择,simplified
擈,𭠙,simplified
擊,撽,semantic
擊,击,simplified
擋,攩,semantic
擋,𫽮,semantic
擋,挡,simplified
擒,捦,semantic
擓,㧟,simplified
擔,担,semantic
擔,担,simplified
擗,劈,semantic
據,据,simplified
擜,㩵,traditional
擞,擻,traditional
擟,𪭧,simplified
擠,挤,simplified
擡,抬,semantic
擣,搗,semantic
擣,𢭏,simplified
擥,㩜,semantic
擥,攬,semantic
擥,㧛,simplified
擧,舉,semantic
擧,𢪓,simplified
擪,𰓙,simplified
擫,𢬍,simplified
擬,拟,simplified
擯,摈,simplified
擰,拧,simplified
擱,搁,simplified
擲,擿,semantic
擲,掷,simplified
擳,𰓜,simplified
擴,扩,simplified
擷,撷,simplified
擸,㧜,semantic
擺,摆,simplified
擻,擞,simplified
擼,撸,simplified
擽,㧰,simplified
擾,扰,simplified
擿,擲,semantic
攀,㐴,semantic
攀,扳,semantic
攄,摅,simplified
攅,攢,semantic
攆,撵,simplified
攋,揦,semantic
攋,𪮶,simplified
攎,𢫘,simplified
攏,拢,simplified
攑,𫽥,simplified
攒,攢,traditional
攔,拦,simplified
攖,撄,simplified
攙,搀,simplified
攛,撺,simplified
攜,携,semantic
攜,携,simplified
攝,摄,simplified
攞,𫽋,simplified
攢,攅,semantic
攢,攒,simplified
攣,挛,simplified
攤,摊,simplified
攦,𰓬,simplified
攧,𭣇,simplified
攩,擋,semantic
攩,𫽮,semantic
攩,𫽮,simplified
攪,搞,semantic
攪,搅,simplified
攬,㩜,semantic
攬,擥,semantic
攬,揽,simplified
攬,𭣄,spoofing
攮,擃,semantic
攳,𰕁,simplified
攴,攵,semantic
攵,攴,semantic
收,㧃,semantic
收,収,semantic
攷,考,semantic
敁,掂,semantic
敃,暋,semantic
效,効,semantic
敉,侎,semantic
敌,敵,traditional
敍,叙,semantic
敍,敘,semantic
敎,教,semantic
敏,勄,semantic
敓,敚,z-variant
敕,勅,semantic
敕,勑,semantic
敗,䢙,semantic
敗,败,simplified
敘,叙,semantic
敘,敍,semantic
敘,叙,simplified
教,敎,semantic
敚,敓,z-variant
敛,斂,traditional
敠,敪,semantic
敦,惇,semantic
敦,𠊋,semantic
敩,斆,traditional
敪,敠,semantic
数,数,simplified
数,数,traditional
数,數,traditional
敳,𮲔,simplified
敵,敌,simplified
敷,尃,semantic
敷,旉,semantic
數,数,simplified
敺,驅,semantic
敺,𰕅,simplified
敿,𰕈,simplified
斁,𤢕,semantic
斁,𭣧,simplified
斂,敛,simplified
斃,毙,simplified
斄,𭤎,simplified
斅,斆,semantic
斅,𢽾,simplified
斆,斅,semantic
斆,鏰,semantic
斆,敩,simplified
斈,學,semantic
斉,齊,semantic
斋,齋,semantic
斋,斋,simplified
斋,斋,traditional
斋,齋,traditional
斌,彬,semantic
斓,斕,traditional
斕,斓,simplified
斗,斗,simplified
斗,斗,traditional
斗,鬥,traditional
斚,斝,semantic
斝,斚,semantic
斞,㔱,semantic
斞,庾,semantic
斤,觔,semantic
斥,㡿,semantic
斩,斬,traditional
斬,斩,simplified
断,斷,semantic
断,断,simplified
断,断,traditional
断,斷,traditional
斲,㓸,semantic
斲,斵,semantic
斳,𣂷,spoofing
斵,斲,semantic
斷,断,semantic
斷,断,simplified
斸,𣃁,simplified
於,于,semantic
於,亏,semantic
於,扵,semantic
於,于,simplified
斾,旆,semantic
旂,旗,semantic
旆,斾,semantic
旈,旒,semantic
旉,尃,semantic
旉,敷,semantic
旋,旋,simplified
旋,旋,traditional
旋,鏇,traditional
旒,旈,semantic
旗,旂,semantic
旘,幟,semantic
旛,幡,semantic
旝,𰕭,simplified
旟,𭤰,simplified
无,無,semantic
无,无,simplified
无,无,traditional
无,無,traditional
旧,舊,semantic
旧,舊,traditional
旪,協,semantic
旳,嶩,semantic
时,時,semantic
时,旹,semantic
时,时,simplified
时,时,traditional
时,時,traditional
旷,旷,simplified
旷,旷,traditional
旷,曠,traditional
旸,暘,traditional
旹,时,semantic
旹,時,semantic
昂,昻,semantic
明,朙,semantic
昏,昬,semantic
昒,㫚,semantic
昙,曇,traditional
昜,𠃓,simplified
昝,偺,semantic
昝,喒,semantic
映,暎,semantic
昧,昩,spoofing
昩,昧,spoofing
昪,忭,semantic
昬,昏,semantic
昵,暱,semantic
昷,𥁕,semantic
昻,昂,semantic
昼,昼,simplified
昼,昼,traditional
昼,晝,traditional
昽,曨,traditional
显,顯,traditional
晁,朝,semantic
時,时,semantic
時,旹,semantic
時,时,simplified
晅,烜,semantic
晉,晋,semantic
晉,晋,simplified
晋,晉,semantic
晋,晋,simplified
晋,晉,traditional
晋,晋,traditional
晒,曬,semantic
晒,晒,simplified
晒,晒,traditional
晒,曬,traditional
晓,曉,traditional
晔,曄,traditional
晕,暈,traditional
晖,暉,traditional
晚,晩,z-variant
晛,𬀪,simplified
晝,昼,simplified
晡,𣇀,semantic
晣,䀿,spoofing
晩,晚,z-variant
晰,晳,semantic
晳,晰,semantic
暂,暫,traditional
暅,𣈶,traditional
暈,晕,simplified
暉,晖,simplified
暊,𮲟,simplified
暋,敃,semantic
暎,映,semantic
暐,𬀩,simplified
暖,煖,semantic
暘,旸,simplified
暟,𬀱,simplified
暠,皜,semantic
暠,𣉞,semantic
暢,畅,simplified
暧,曖,traditional
暫,暂,simplified
暱,昵,semantic
暴,虣,semantic
曄,晔,simplified
曆,厤,semantic
曆,歴,semantic
曆,歷,semantic
曆,历,simplified
曇,昙,simplified
曉,晓,simplified
曊,𪰶,simplified
曏,向,simplified
曖,瞹,semantic
曖,暧,simplified
曜,燿,semantic
曜,耀,semantic
曜,𮲝,semantic
曠,旷,simplified
曡,叠,semantic
曡,疊,semantic
曥,𣆐,simplified
曨,昽,simplified
曬,晒,semantic
曬,晒,simplified
曭,𭧋,simplified
曮,𰖈,simplified
曲,曲,simplified
曲,曲,traditional
曲,麯,traditional
更,㪅,semantic
曶,㫚,z-variant
書,书,simplified
曼,㬅,semantic
朁,㬱,semantic
會,会,semantic
會,会,simplified
朊,䏓,spoofing
朌,肦,spoofing
朏,胐,spoofing
朐,鸜,semantic
朐,鴝,semantic
朐,胊,spoofing
朓,脁,spoofing
朘,脧,spoofing
朙,明,semantic
望,朢,semantic
朝,晁,semantic
朞,稘,semantic
朢,望,semantic
朣,膧,spoofing
朥,𦛨,simplified
朦,䑃,spoofing
朧,胧,simplified
术,术,simplified
术,术,traditional
术,術,traditional
朱,朱,simplified
朱,朱,traditional
朱,硃,traditional
朳,杷,semantic
朴,樸,semantic
朴,朴,simplified
朴,朴,traditional
朴,樸,traditional
朵,朶,semantic
朶,朵,semantic
机,機,semantic
机,机,simplified
机,机,traditional
机,機,traditional
朿,莿,semantic
杀,殺,traditional
杂,雜,traditional
权,权,simplified
权,权,traditional
权,權,traditional
杆,杆,simplified
杆,杆,traditional
杆,桿,traditional
杇,圬,semantic
村,邨,semantic
杝,柂,semantic
杠,槓,semantic
条,條,semantic
条,條,traditional
来,來,semantic
来,來,traditional
杧,芒,semantic
杨,楊,traditional
杩,榪,traditional
杮,柿,spoofing
杯,盃,semantic
杰,傑,semantic
杰,杰,simplified
杰,傑,traditional
杰,杰,traditional
東,东,semantic
東,东,simplified
杷,朳,semantic
杸,殳,semantic
松,松,simplified
松,松,traditional
松,鬆,traditional
板,版,semantic
板,板,simplified
板,板,traditional
板,闆,traditional
极,极,simplified
极,极,traditional
极,極,traditional
构,构,simplified
构,构,traditional
构,構,traditional
枏,楠,semantic
果,菓,semantic
枞,樅,traditional
枢,樞,traditional
枣,棗,traditional
枥,櫪,traditional
枧,梘,traditional
枨,棖,traditional
枪,槍,traditional
枫,楓,traditional
枬,楠,semantic
枭,梟,traditional
枱,儓,semantic
枱,檯,semantic
架,榢,semantic
枺,㭑,spoofing
枾,柹,semantic
柁,舵,semantic
柂,杝,semantic
柄,棅,semantic
柏,栢,semantic
某,厶,semantic
柒,七,semantic
柚,櫾,semantic
柜,櫃,semantic
柜,柜,simplified
柜,柜,traditional
柜,櫃,traditional
柠,檸,traditional
查,査,semantic
柰,奈,semantic
柳,栁,semantic
柳,檉,semantic
柵,栅,simplified
柹,枾,semantic
査,查,semantic
柽,檉,traditional
柿,杮,spoofing
栀,栀,simplified
栀,栀,traditional
栀,梔,traditional
栁,柳,semantic
栅,栅,simplified
栅,柵,traditional
栅,栅,traditional
标,檁,semantic
标,标,simplified
标,标,traditional
标,標,traditional
栈,棧,traditional
栉,櫛,traditional
栊,櫳,traditional
栋,棟,traditional
栌,櫨,traditional
栎,櫟,traditional
栏,欄,traditional
树,樹,traditional
栒,簨,semantic
栖,棲,semantic
栖,栖,simplified
栖,栖,traditional
栖,棲,traditional
栗,栗,simplified
栗,慄,traditional
栗,栗,traditional
栛,荔,semantic
栢,柏,semantic
栰,筏,semantic
样,樣,traditional
栽,㘽,semantic
栾,栾,simplified
栾,栾,traditional
栾,欒,traditional
桌,棹,semantic
桠,椏,traditional
桡,橈,traditional
桢,楨,traditional
档,檔,traditional
桤,榿,traditional
桥,橋,traditional
桦,樺,traditional
桧,檜,traditional
桨,槳,traditional
桩,樁,traditional
桪,樳,traditional
桱,𣐕,simplified
桼,㯃,semantic
桼,漆,semantic
桿,杆,simplified
梁,樑,semantic
梅,槑,semantic
梔,栀,simplified
梖,𪱷,simplified
梘,枧,simplified
梜,𬂩,simplified
條,条,semantic
條,糶,semantic
條,条,simplified
梟,鴞,semantic
梟,枭,simplified
梦,夢,semantic
梦,梦,simplified
梦,夢,traditional
梦,梦,traditional
梨,棃,semantic
梲,棳,semantic
梲,棁,simplified
梲,棁,z-variant
梹,檳,semantic
梼,檮,traditional
梾,棶,traditional
梿,槤,traditional
检,檢,traditional
棁,梲,traditional
棁,梲,z-variant
棂,欞,traditional
棃,梨,semantic
棄,弃,simplified
棅,柄,semantic
棆,𰗖,simplified
棊,碁,semantic
棊,棋,semantic
棋,棊,semantic
棋,碁,semantic
棐,榧,semantic
棑,篺,semantic
棕,㯶,semantic
棕,椶,semantic
棖,枨,simplified
棗,枣,simplified
棟,栋,simplified
棡,㭎,simplified
棥,樊,semantic
棧,栈,simplified
棰,槌,semantic
棱,稜,semantic
棱,楞,semantic
棲,栖,semantic
棲,栖,simplified
棳,梲,semantic
棶,梾,simplified
棹,桌,semantic
棹,櫂,semantic
椀,盌,semantic
椀,碗,semantic
椁,槨,semantic
椁,槨,traditional
椎,槌,semantic
椏,桠,simplified
椚,𭩛,simplified
椝,槼,traditional
椟,櫝,traditional
椠,槧,traditional
椢,槶,traditional
椤,欏,traditional
椫,樿,traditional
椭,橢,traditional
椮,槮,traditional
椰,㭨,semantic
椲,㭏,simplified
椶,棕,semantic
椹,葚,semantic
楂,揸,semantic
楂,槎,semantic
楇,𣒌,simplified
楊,杨,simplified
楎,𰗢,simplified
楓,枫,simplified
楞,棱,semantic
楞,稜,semantic
楠,枏,semantic
楠,枬,semantic
楥,楦,semantic
楦,楥,semantic
楨,桢,simplified
楫,艥,semantic
楫,檝,semantic
業,业,simplified
極,极,simplified
楼,楼,simplified
楼,楼,traditional
楼,樓,traditional
概,槩,semantic
榄,欖,traditional
榅,榲,traditional
榇,櫬,traditional
榈,櫚,traditional
榉,櫸,traditional
榎,檟,semantic
榛,亲,semantic
榝,𬂮,simplified
榝,樧,z-variant
榢,架,semantic
榧,棐,semantic
榨,醡,semantic
榪,杩,simplified
榮,荣,semantic
榮,荣,simplified
榯,𰗨,simplified
榲,榅,simplified
榴,橊,semantic
榿,桤,simplified
槀,稿,semantic
槊,鎙,semantic
構,构,simplified
槌,棰,semantic
槌,椎,semantic
槍,枪,simplified
槎,楂,semantic
槑,梅,semantic
槓,杠,semantic
槓,篢,semantic
槖,橐,semantic
槚,檟,traditional
槛,檻,traditional
槟,檳,traditional
槠,櫧,traditional
槤,梿,simplified
槧,椠,simplified
槨,椁,semantic
槨,椁,simplified
槩,㮣,semantic
槩,概,semantic
槩,㮣,z-variant
槪,㮣,semantic
槫,𣏢,simplified
槮,椮,simplified
槱,𪳝,spoofing
槳,桨,simplified
槶,椢,simplified
槹,𣓌,semantic
槻,𬃀,simplified
槼,椝,simplified
樁,桩,simplified
樂,乐,simplified
樅,枞,simplified
樊,棥,semantic
樐,㯭,semantic
樐,艪,semantic
樐,櫓,semantic
樑,梁,semantic
樓,廔,semantic
樓,楼,simplified
標,标,simplified
樚,轆,semantic
樞,枢,simplified
樠,𣗊,simplified
樢,㭤,simplified
樣,样,simplified
樧,榝,z-variant
横,橫,traditional
樫,㭴,simplified
樯,檣,traditional
樱,櫻,traditional
樲,𬃘,simplified
樳,桪,simplified
樷,叢,semantic
樸,朴,semantic
樸,朴,simplified
樹,树,simplified
樺,桦,simplified
樻,匱,semantic
樻,櫃,semantic
樻,𭫀,simplified
樽,墫,semantic
樽,罇,semantic
樿,椫,simplified
橃,𭩰,simplified
橅,𬂠,simplified
橆,無,semantic
橇,鞽,semantic
橈,桡,simplified
橊,榴,semantic
橋,桥,simplified
橐,槖,semantic
橓,蕣,semantic
橚,𰗹,simplified
橛,橜,semantic
橜,橛,semantic
機,机,semantic
機,机,simplified
橢,椭,simplified
橥,櫫,traditional
橨,𰗺,simplified
橫,横,simplified
橯,𣓿,simplified
橱,櫥,traditional
橹,櫓,traditional
橼,櫞,traditional
檁,标,semantic
檁,檩,simplified
檂,𬂰,simplified
檉,柳,semantic
檉,柽,simplified
檋,𰘈,simplified
檐,簷,semantic
檒,𮨴,simplified
檔,欓,semantic
檔,档,simplified
檛,簻,semantic
檛,𭪆,simplified
檜,桧,simplified
檝,楫,semantic
檝,艥,semantic
檟,榎,semantic
檟,槚,simplified
檠,𢐧,semantic
檡,𰗛,simplified
檢,检,simplified
檣,艢,semantic
檣,樯,simplified
檥,𭩚,simplified
檩,檁,traditional
檭,𣘴,simplified
檮,梼,simplified
檯,儓,semantic
檯,枱,semantic
檯,台,simplified
檰,𰘣,simplified
檲,𣑝,simplified
檳,㯽,semantic
檳,梹,semantic
檳,槟,simplified
檴,穫,semantic
檵,𪲛,simplified
檸,柠,simplified
檻,槛,simplified
檾,䔛,semantic
檾,𰘓,simplified
檿,𰗜,simplified
櫂,棹,semantic
櫃,匱,semantic
櫃,柜,semantic
櫃,樻,semantic
櫃,饋,semantic
櫃,鐀,semantic
櫃,柜,simplified
櫅,𪲎,simplified
櫈,凳,semantic
櫌,耰,semantic
櫍,𬃊,simplified
櫎,𰗓,simplified
櫏,𰗬,simplified
櫓,㯭,semantic
櫓,樐,semantic
櫓,艪,semantic
櫓,橹,simplified
櫚,榈,simplified
櫛,栉,simplified
櫝,匵,semantic
櫝,椟,simplified
櫞,橼,simplified
櫟,栎,simplified
櫠,𪲮,simplified
櫢,𰘸,simplified
櫥,橱,simplified
櫦,𮲲,simplified
櫧,槠,simplified
櫨,栌,simplified
櫩,𰘠,simplified
櫪,枥,simplified
櫫,橥,simplified
櫬,榇,simplified
櫯,𰘶,simplified
櫱,蘖,semantic
櫱,蘖,simplified
櫳,㰍,semantic
櫳,栊,simplified
櫴,𰘳,simplified
櫶,𬃫,simplified
櫸,榉,simplified
櫹,𰘩,simplified
櫺,欞,semantic
櫻,樱,simplified
櫽,𬄩,simplified
櫾,柚,semantic
欄,栏,simplified
欄,𣟬,spoofing
欆,𮲮,simplified
欇,𪳍,simplified
權,权,simplified
欍,𣐤,simplified
欏,椤,simplified
欐,𪲔,simplified
欑,𪴙,simplified
欒,栾,simplified
欓,檔,semantic
欓,𣗋,simplified
欖,榄,simplified
欘,𣚚,simplified
欝,鬱,semantic
欞,櫺,semantic
欞,棂,simplified
欢,懽,semantic
欢,歡,semantic
欢,欢,simplified
欢,歡,traditional
欢,欢,traditional
欣,忻,semantic
欤,欤,simplified
欤,欤,traditional
欤,歟,traditional
欧,歐,traditional
欬,咳,semantic
欲,慾,semantic
欵,款,semantic
欶,𠲿,semantic
欸,唉,semantic
欹,猗,semantic
欼,啜,semantic
欼,歠,semantic
欽,钦,simplified
款,欵,semantic
歄,𬅥,simplified
歌,謌,semantic
歍,𰙋,simplified
歎,嘆,semantic
歐,欧,simplified
歕,呠,semantic
歕,噴,semantic
歕,𬅫,simplified
歗,嘯,semantic
歗,𰙑,simplified
歛,𰙎,simplified
歞,𪴯,simplified
歟,欤,simplified
歠,啜,semantic
歠,欼,semantic
歡,懽,semantic
歡,欢,semantic
歡,欢,simplified
歱,踵,semantic
歲,亗,semantic
歲,岁,semantic
歲,嵗,semantic
歲,歳,semantic
歲,𡻕,semantic
歲,岁,simplified
歳,歲,semantic
歴,曆,semantic
歴,歷,semantic
歷,曆,semantic
歷,歴,semantic
歷,历,simplified
歸,䢜,semantic
歸,归,semantic
歸,归,simplified
歹,歺,semantic
歺,歹,semantic
歼,殲,traditional
歿,殁,semantic
歿,殁,simplified
殁,歿,semantic
殁,歿,traditional
殂,𣨐,semantic
殃,䄃,semantic
殇,殤,traditional
殉,侚,semantic
殉,狥,semantic
残,殘,traditional
殒,殞,traditional
殓,殮,traditional
殘,残,simplified
殚,殫,traditional
殞,殒,simplified
殡,殡,simplified
殡,殡,traditional
殡,殯,traditional
殢,𣨼,simplified
殤,殇,simplified
殨,㱮,simplified
殫,殚,simplified
殮,殓,simplified
殯,殡,simplified
殰,𦢌,semantic
殰,㱩,simplified
殲,歼,simplified
殳,杸,semantic
殴,毆,traditional
殺,𢿹,semantic
殺,杀,simplified
殻,壳,semantic
殻,壳,simplified
殼,㱿,semantic
殼,壳,simplified
殽,淆,semantic
毀,毁,simplified
毁,毀,traditional
毂,轂,traditional
毄,𬆦,simplified
毆,殴,simplified
毊,𪵑,simplified
毓,育,semantic
毕,畢,traditional
毗,毘,semantic
毘,毗,semantic
毙,斃,traditional
毡,氈,semantic
毡,毡,simplified
毡,毡,traditional
毡,氈,traditional
毧,㲓,semantic
毵,毿,traditional
毶,𣯶,traditional
毿,毵,simplified
氀,𰚦,simplified
氂,牦,simplified
氅,鷩,semantic
氇,氌,traditional
氈,毡,semantic
氈,氊,semantic
氈,毡,simplified
氊,氈,semantic
氌,氇,simplified
氓,甿,semantic
气,气,simplified
气,气,traditional
气,氣,traditional
氙,氥,semantic
氜,陽,semantic
氜,阳,semantic
氡,氭,semantic
氢,氫,traditional
氣,炁,semantic
氣,气,simplified
氤,絪,semantic
氥,氙,semantic
氩,氬,traditional
氫,氢,simplified
氬,氩,simplified
氭,氡,semantic
氭,𣱝,simplified
氯,綠,semantic
氲,氳,traditional
氳,氲,simplified
水,氵,semantic
氵,水,semantic
氷,冫,semantic
氷,冰,semantic
氼,溺,semantic
汇,匯,traditional
汇,彙,traditional
汉,漢,traditional
汊,𮳃,spoofing
汎,泛,semantic
汙,污,semantic
汙,洿,semantic
汙,汚,semantic
汚,汙,semantic
汚,洿,semantic
污,汙,semantic
汤,湯,traditional
汹,汹,simplified
汹,汹,traditional
汹,洶,traditional
決,决,semantic
決,决,simplified
沄,沄,simplified
沄,沄,traditional
沄,澐,traditional
沈,沉,semantic
沈,沈,simplified
沈,沈,traditional
沈,瀋,traditional
沉,沈,semantic
沍,冱,semantic
沒,𣇶,semantic
沒,没,simplified
沖,冲,semantic
沖,冲,simplified
沟,溝,traditional
没,没,simplified
没,沒,traditional
没,没,traditional
沣,灃,traditional
沤,漚,traditional
沥,瀝,traditional
沦,淪,traditional
沧,滄,traditional
沨,渢,traditional
沩,溈,traditional
沩,潙,traditional
沪,冱,semantic
沪,沪,simplified
